"Tag.number","Latitude","Longitude","Carapace.length","Size.at.release","Size.at.recapture","Size","Release.location","Sex","Labels"
"195385",-29.34404,114.8742,68.8,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 191682. At liberty for 21 days before being caught again on 2018-07-04 (63 mm).<br> <br>Tag 191791. At liberty for 21 days before being caught again on 2018-07-04 (52.6 mm).<br> <br>Tag 195065. At liberty for 20 days before being caught again on 2018-07-04 (55.4 mm).<br> <br>Tag 195077. At liberty for 20 days before being caught again on 2018-07-04 (60.6 mm).<br> <br>Tag 195152. At liberty for 20 days before being caught again on 2018-07-04 (63.4 mm).<br> <br>Tag K2944. A Female lobster, first caught on 2018-07-04 (68.2 mm).<br> <br>Tag K2943. A Male lobster, first caught on 2018-07-04 (82 mm).<br> <br>Tag 195363. A Male lobster, first caught on 2018-07-04 (65.7 mm).<br> <br>Tag K2941. A Female lobster, first caught on 2018-07-04 (71.2 mm).<br> <br>Tag 195377. A Female lobster, first caught on 2018-07-04 (69.6 mm).<br> <br>Tag 195379. A Male lobster, first caught on 2018-07-04 (63.2 mm).<br> <br>Tag 195380. A Female lobster, first caught on 2018-07-04 (67 mm).<br> <br>Tag 195381. A Male lobster, first caught on 2018-07-04 (54.3 mm).<br> <br>Tag 195384. A Male lobster, first caught on 2018-07-04 (56.4 mm).<br> <br>Tag 195385. A Female lobster, first caught on 2018-07-04 (68.8 mm).<br> <br>Tag K2936. A Male lobster, first caught on 2018-07-04 (78.1 mm).<br> <br>Tag 195389. A Female lobster, first caught on 2018-07-04 (62.3 mm).<br> <br>Tag 195395. A Male lobster, first caught on 2018-07-04 (64.7 mm).<br> <br>Tag 195396. A Male lobster, first caught on 2018-07-04 (67.7 mm).<br> <br>Tag 195399. A Male lobster, first caught on 2018-07-04 (65.4 mm).<br> <br>Tag 195448. A Female lobster, first caught on 2018-07-04 (59.7 mm).<br> <br>Tag 195438. A Male lobster, first caught on 2018-07-04 (50.7 mm).<br> <br>Tag 195435. A Female lobster, first caught on 2018-07-04 (48.8 mm)."
"K2936",-29.34404,114.8742,78.1,"Legal","Legal","Legal","Irwin Reef","Male","Tag 191682. At liberty for 21 days before being caught again on 2018-07-04 (63 mm).<br> <br>Tag 191791. At liberty for 21 days before being caught again on 2018-07-04 (52.6 mm).<br> <br>Tag 195065. At liberty for 20 days before being caught again on 2018-07-04 (55.4 mm).<br> <br>Tag 195077. At liberty for 20 days before being caught again on 2018-07-04 (60.6 mm).<br> <br>Tag 195152. At liberty for 20 days before being caught again on 2018-07-04 (63.4 mm).<br> <br>Tag K2944. A Female lobster, first caught on 2018-07-04 (68.2 mm).<br> <br>Tag K2943. A Male lobster, first caught on 2018-07-04 (82 mm).<br> <br>Tag 195363. A Male lobster, first caught on 2018-07-04 (65.7 mm).<br> <br>Tag K2941. A Female lobster, first caught on 2018-07-04 (71.2 mm).<br> <br>Tag 195377. A Female lobster, first caught on 2018-07-04 (69.6 mm).<br> <br>Tag 195379. A Male lobster, first caught on 2018-07-04 (63.2 mm).<br> <br>Tag 195380. A Female lobster, first caught on 2018-07-04 (67 mm).<br> <br>Tag 195381. A Male lobster, first caught on 2018-07-04 (54.3 mm).<br> <br>Tag 195384. A Male lobster, first caught on 2018-07-04 (56.4 mm).<br> <br>Tag 195385. A Female lobster, first caught on 2018-07-04 (68.8 mm).<br> <br>Tag K2936. A Male lobster, first caught on 2018-07-04 (78.1 mm).<br> <br>Tag 195389. A Female lobster, first caught on 2018-07-04 (62.3 mm).<br> <br>Tag 195395. A Male lobster, first caught on 2018-07-04 (64.7 mm).<br> <br>Tag 195396. A Male lobster, first caught on 2018-07-04 (67.7 mm).<br> <br>Tag 195399. A Male lobster, first caught on 2018-07-04 (65.4 mm).<br> <br>Tag 195448. A Female lobster, first caught on 2018-07-04 (59.7 mm).<br> <br>Tag 195438. A Male lobster, first caught on 2018-07-04 (50.7 mm).<br> <br>Tag 195435. A Female lobster, first caught on 2018-07-04 (48.8 mm)."
"195389",-29.34404,114.8742,62.3,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 191682. At liberty for 21 days before being caught again on 2018-07-04 (63 mm).<br> <br>Tag 191791. At liberty for 21 days before being caught again on 2018-07-04 (52.6 mm).<br> <br>Tag 195065. At liberty for 20 days before being caught again on 2018-07-04 (55.4 mm).<br> <br>Tag 195077. At liberty for 20 days before being caught again on 2018-07-04 (60.6 mm).<br> <br>Tag 195152. At liberty for 20 days before being caught again on 2018-07-04 (63.4 mm).<br> <br>Tag K2944. A Female lobster, first caught on 2018-07-04 (68.2 mm).<br> <br>Tag K2943. A Male lobster, first caught on 2018-07-04 (82 mm).<br> <br>Tag 195363. A Male lobster, first caught on 2018-07-04 (65.7 mm).<br> <br>Tag K2941. A Female lobster, first caught on 2018-07-04 (71.2 mm).<br> <br>Tag 195377. A Female lobster, first caught on 2018-07-04 (69.6 mm).<br> <br>Tag 195379. A Male lobster, first caught on 2018-07-04 (63.2 mm).<br> <br>Tag 195380. A Female lobster, first caught on 2018-07-04 (67 mm).<br> <br>Tag 195381. A Male lobster, first caught on 2018-07-04 (54.3 mm).<br> <br>Tag 195384. A Male lobster, first caught on 2018-07-04 (56.4 mm).<br> <br>Tag 195385. A Female lobster, first caught on 2018-07-04 (68.8 mm).<br> <br>Tag K2936. A Male lobster, first caught on 2018-07-04 (78.1 mm).<br> <br>Tag 195389. A Female lobster, first caught on 2018-07-04 (62.3 mm).<br> <br>Tag 195395. A Male lobster, first caught on 2018-07-04 (64.7 mm).<br> <br>Tag 195396. A Male lobster, first caught on 2018-07-04 (67.7 mm).<br> <br>Tag 195399. A Male lobster, first caught on 2018-07-04 (65.4 mm).<br> <br>Tag 195448. A Female lobster, first caught on 2018-07-04 (59.7 mm).<br> <br>Tag 195438. A Male lobster, first caught on 2018-07-04 (50.7 mm).<br> <br>Tag 195435. A Female lobster, first caught on 2018-07-04 (48.8 mm)."
"195395",-29.34404,114.8742,64.7,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 191682. At liberty for 21 days before being caught again on 2018-07-04 (63 mm).<br> <br>Tag 191791. At liberty for 21 days before being caught again on 2018-07-04 (52.6 mm).<br> <br>Tag 195065. At liberty for 20 days before being caught again on 2018-07-04 (55.4 mm).<br> <br>Tag 195077. At liberty for 20 days before being caught again on 2018-07-04 (60.6 mm).<br> <br>Tag 195152. At liberty for 20 days before being caught again on 2018-07-04 (63.4 mm).<br> <br>Tag K2944. A Female lobster, first caught on 2018-07-04 (68.2 mm).<br> <br>Tag K2943. A Male lobster, first caught on 2018-07-04 (82 mm).<br> <br>Tag 195363. A Male lobster, first caught on 2018-07-04 (65.7 mm).<br> <br>Tag K2941. A Female lobster, first caught on 2018-07-04 (71.2 mm).<br> <br>Tag 195377. A Female lobster, first caught on 2018-07-04 (69.6 mm).<br> <br>Tag 195379. A Male lobster, first caught on 2018-07-04 (63.2 mm).<br> <br>Tag 195380. A Female lobster, first caught on 2018-07-04 (67 mm).<br> <br>Tag 195381. A Male lobster, first caught on 2018-07-04 (54.3 mm).<br> <br>Tag 195384. A Male lobster, first caught on 2018-07-04 (56.4 mm).<br> <br>Tag 195385. A Female lobster, first caught on 2018-07-04 (68.8 mm).<br> <br>Tag K2936. A Male lobster, first caught on 2018-07-04 (78.1 mm).<br> <br>Tag 195389. A Female lobster, first caught on 2018-07-04 (62.3 mm).<br> <br>Tag 195395. A Male lobster, first caught on 2018-07-04 (64.7 mm).<br> <br>Tag 195396. A Male lobster, first caught on 2018-07-04 (67.7 mm).<br> <br>Tag 195399. A Male lobster, first caught on 2018-07-04 (65.4 mm).<br> <br>Tag 195448. A Female lobster, first caught on 2018-07-04 (59.7 mm).<br> <br>Tag 195438. A Male lobster, first caught on 2018-07-04 (50.7 mm).<br> <br>Tag 195435. A Female lobster, first caught on 2018-07-04 (48.8 mm)."
"195396",-29.34404,114.8742,67.7,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 191682. At liberty for 21 days before being caught again on 2018-07-04 (63 mm).<br> <br>Tag 191791. At liberty for 21 days before being caught again on 2018-07-04 (52.6 mm).<br> <br>Tag 195065. At liberty for 20 days before being caught again on 2018-07-04 (55.4 mm).<br> <br>Tag 195077. At liberty for 20 days before being caught again on 2018-07-04 (60.6 mm).<br> <br>Tag 195152. At liberty for 20 days before being caught again on 2018-07-04 (63.4 mm).<br> <br>Tag K2944. A Female lobster, first caught on 2018-07-04 (68.2 mm).<br> <br>Tag K2943. A Male lobster, first caught on 2018-07-04 (82 mm).<br> <br>Tag 195363. A Male lobster, first caught on 2018-07-04 (65.7 mm).<br> <br>Tag K2941. A Female lobster, first caught on 2018-07-04 (71.2 mm).<br> <br>Tag 195377. A Female lobster, first caught on 2018-07-04 (69.6 mm).<br> <br>Tag 195379. A Male lobster, first caught on 2018-07-04 (63.2 mm).<br> <br>Tag 195380. A Female lobster, first caught on 2018-07-04 (67 mm).<br> <br>Tag 195381. A Male lobster, first caught on 2018-07-04 (54.3 mm).<br> <br>Tag 195384. A Male lobster, first caught on 2018-07-04 (56.4 mm).<br> <br>Tag 195385. A Female lobster, first caught on 2018-07-04 (68.8 mm).<br> <br>Tag K2936. A Male lobster, first caught on 2018-07-04 (78.1 mm).<br> <br>Tag 195389. A Female lobster, first caught on 2018-07-04 (62.3 mm).<br> <br>Tag 195395. A Male lobster, first caught on 2018-07-04 (64.7 mm).<br> <br>Tag 195396. A Male lobster, first caught on 2018-07-04 (67.7 mm).<br> <br>Tag 195399. A Male lobster, first caught on 2018-07-04 (65.4 mm).<br> <br>Tag 195448. A Female lobster, first caught on 2018-07-04 (59.7 mm).<br> <br>Tag 195438. A Male lobster, first caught on 2018-07-04 (50.7 mm).<br> <br>Tag 195435. A Female lobster, first caught on 2018-07-04 (48.8 mm)."
"195399",-29.34404,114.8742,65.4,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 191682. At liberty for 21 days before being caught again on 2018-07-04 (63 mm).<br> <br>Tag 191791. At liberty for 21 days before being caught again on 2018-07-04 (52.6 mm).<br> <br>Tag 195065. At liberty for 20 days before being caught again on 2018-07-04 (55.4 mm).<br> <br>Tag 195077. At liberty for 20 days before being caught again on 2018-07-04 (60.6 mm).<br> <br>Tag 195152. At liberty for 20 days before being caught again on 2018-07-04 (63.4 mm).<br> <br>Tag K2944. A Female lobster, first caught on 2018-07-04 (68.2 mm).<br> <br>Tag K2943. A Male lobster, first caught on 2018-07-04 (82 mm).<br> <br>Tag 195363. A Male lobster, first caught on 2018-07-04 (65.7 mm).<br> <br>Tag K2941. A Female lobster, first caught on 2018-07-04 (71.2 mm).<br> <br>Tag 195377. A Female lobster, first caught on 2018-07-04 (69.6 mm).<br> <br>Tag 195379. A Male lobster, first caught on 2018-07-04 (63.2 mm).<br> <br>Tag 195380. A Female lobster, first caught on 2018-07-04 (67 mm).<br> <br>Tag 195381. A Male lobster, first caught on 2018-07-04 (54.3 mm).<br> <br>Tag 195384. A Male lobster, first caught on 2018-07-04 (56.4 mm).<br> <br>Tag 195385. A Female lobster, first caught on 2018-07-04 (68.8 mm).<br> <br>Tag K2936. A Male lobster, first caught on 2018-07-04 (78.1 mm).<br> <br>Tag 195389. A Female lobster, first caught on 2018-07-04 (62.3 mm).<br> <br>Tag 195395. A Male lobster, first caught on 2018-07-04 (64.7 mm).<br> <br>Tag 195396. A Male lobster, first caught on 2018-07-04 (67.7 mm).<br> <br>Tag 195399. A Male lobster, first caught on 2018-07-04 (65.4 mm).<br> <br>Tag 195448. A Female lobster, first caught on 2018-07-04 (59.7 mm).<br> <br>Tag 195438. A Male lobster, first caught on 2018-07-04 (50.7 mm).<br> <br>Tag 195435. A Female lobster, first caught on 2018-07-04 (48.8 mm)."
"195448",-29.34404,114.8742,59.7,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 191682. At liberty for 21 days before being caught again on 2018-07-04 (63 mm).<br> <br>Tag 191791. At liberty for 21 days before being caught again on 2018-07-04 (52.6 mm).<br> <br>Tag 195065. At liberty for 20 days before being caught again on 2018-07-04 (55.4 mm).<br> <br>Tag 195077. At liberty for 20 days before being caught again on 2018-07-04 (60.6 mm).<br> <br>Tag 195152. At liberty for 20 days before being caught again on 2018-07-04 (63.4 mm).<br> <br>Tag K2944. A Female lobster, first caught on 2018-07-04 (68.2 mm).<br> <br>Tag K2943. A Male lobster, first caught on 2018-07-04 (82 mm).<br> <br>Tag 195363. A Male lobster, first caught on 2018-07-04 (65.7 mm).<br> <br>Tag K2941. A Female lobster, first caught on 2018-07-04 (71.2 mm).<br> <br>Tag 195377. A Female lobster, first caught on 2018-07-04 (69.6 mm).<br> <br>Tag 195379. A Male lobster, first caught on 2018-07-04 (63.2 mm).<br> <br>Tag 195380. A Female lobster, first caught on 2018-07-04 (67 mm).<br> <br>Tag 195381. A Male lobster, first caught on 2018-07-04 (54.3 mm).<br> <br>Tag 195384. A Male lobster, first caught on 2018-07-04 (56.4 mm).<br> <br>Tag 195385. A Female lobster, first caught on 2018-07-04 (68.8 mm).<br> <br>Tag K2936. A Male lobster, first caught on 2018-07-04 (78.1 mm).<br> <br>Tag 195389. A Female lobster, first caught on 2018-07-04 (62.3 mm).<br> <br>Tag 195395. A Male lobster, first caught on 2018-07-04 (64.7 mm).<br> <br>Tag 195396. A Male lobster, first caught on 2018-07-04 (67.7 mm).<br> <br>Tag 195399. A Male lobster, first caught on 2018-07-04 (65.4 mm).<br> <br>Tag 195448. A Female lobster, first caught on 2018-07-04 (59.7 mm).<br> <br>Tag 195438. A Male lobster, first caught on 2018-07-04 (50.7 mm).<br> <br>Tag 195435. A Female lobster, first caught on 2018-07-04 (48.8 mm)."
"195438",-29.34404,114.8742,50.7,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 191682. At liberty for 21 days before being caught again on 2018-07-04 (63 mm).<br> <br>Tag 191791. At liberty for 21 days before being caught again on 2018-07-04 (52.6 mm).<br> <br>Tag 195065. At liberty for 20 days before being caught again on 2018-07-04 (55.4 mm).<br> <br>Tag 195077. At liberty for 20 days before being caught again on 2018-07-04 (60.6 mm).<br> <br>Tag 195152. At liberty for 20 days before being caught again on 2018-07-04 (63.4 mm).<br> <br>Tag K2944. A Female lobster, first caught on 2018-07-04 (68.2 mm).<br> <br>Tag K2943. A Male lobster, first caught on 2018-07-04 (82 mm).<br> <br>Tag 195363. A Male lobster, first caught on 2018-07-04 (65.7 mm).<br> <br>Tag K2941. A Female lobster, first caught on 2018-07-04 (71.2 mm).<br> <br>Tag 195377. A Female lobster, first caught on 2018-07-04 (69.6 mm).<br> <br>Tag 195379. A Male lobster, first caught on 2018-07-04 (63.2 mm).<br> <br>Tag 195380. A Female lobster, first caught on 2018-07-04 (67 mm).<br> <br>Tag 195381. A Male lobster, first caught on 2018-07-04 (54.3 mm).<br> <br>Tag 195384. A Male lobster, first caught on 2018-07-04 (56.4 mm).<br> <br>Tag 195385. A Female lobster, first caught on 2018-07-04 (68.8 mm).<br> <br>Tag K2936. A Male lobster, first caught on 2018-07-04 (78.1 mm).<br> <br>Tag 195389. A Female lobster, first caught on 2018-07-04 (62.3 mm).<br> <br>Tag 195395. A Male lobster, first caught on 2018-07-04 (64.7 mm).<br> <br>Tag 195396. A Male lobster, first caught on 2018-07-04 (67.7 mm).<br> <br>Tag 195399. A Male lobster, first caught on 2018-07-04 (65.4 mm).<br> <br>Tag 195448. A Female lobster, first caught on 2018-07-04 (59.7 mm).<br> <br>Tag 195438. A Male lobster, first caught on 2018-07-04 (50.7 mm).<br> <br>Tag 195435. A Female lobster, first caught on 2018-07-04 (48.8 mm)."
"195435",-29.34404,114.8742,48.8,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 191682. At liberty for 21 days before being caught again on 2018-07-04 (63 mm).<br> <br>Tag 191791. At liberty for 21 days before being caught again on 2018-07-04 (52.6 mm).<br> <br>Tag 195065. At liberty for 20 days before being caught again on 2018-07-04 (55.4 mm).<br> <br>Tag 195077. At liberty for 20 days before being caught again on 2018-07-04 (60.6 mm).<br> <br>Tag 195152. At liberty for 20 days before being caught again on 2018-07-04 (63.4 mm).<br> <br>Tag K2944. A Female lobster, first caught on 2018-07-04 (68.2 mm).<br> <br>Tag K2943. A Male lobster, first caught on 2018-07-04 (82 mm).<br> <br>Tag 195363. A Male lobster, first caught on 2018-07-04 (65.7 mm).<br> <br>Tag K2941. A Female lobster, first caught on 2018-07-04 (71.2 mm).<br> <br>Tag 195377. A Female lobster, first caught on 2018-07-04 (69.6 mm).<br> <br>Tag 195379. A Male lobster, first caught on 2018-07-04 (63.2 mm).<br> <br>Tag 195380. A Female lobster, first caught on 2018-07-04 (67 mm).<br> <br>Tag 195381. A Male lobster, first caught on 2018-07-04 (54.3 mm).<br> <br>Tag 195384. A Male lobster, first caught on 2018-07-04 (56.4 mm).<br> <br>Tag 195385. A Female lobster, first caught on 2018-07-04 (68.8 mm).<br> <br>Tag K2936. A Male lobster, first caught on 2018-07-04 (78.1 mm).<br> <br>Tag 195389. A Female lobster, first caught on 2018-07-04 (62.3 mm).<br> <br>Tag 195395. A Male lobster, first caught on 2018-07-04 (64.7 mm).<br> <br>Tag 195396. A Male lobster, first caught on 2018-07-04 (67.7 mm).<br> <br>Tag 195399. A Male lobster, first caught on 2018-07-04 (65.4 mm).<br> <br>Tag 195448. A Female lobster, first caught on 2018-07-04 (59.7 mm).<br> <br>Tag 195438. A Male lobster, first caught on 2018-07-04 (50.7 mm).<br> <br>Tag 195435. A Female lobster, first caught on 2018-07-04 (48.8 mm)."
"191664",-29.34399,114.87418,53.9,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 191664. At liberty for 63 days before being caught again on 2018-08-15 (53.9 mm).<br> <br>Tag 191669. At liberty for 63 days before being caught again on 2018-08-15 (46 mm).<br> <br>Tag 191986. At liberty for 63 days before being caught again on 2018-08-15 (61.4 mm).<br> <br>Tag 195020. At liberty for 62 days before being caught again on 2018-08-15 (49.4 mm).<br> <br>Tag 195363. At liberty for 42 days before being caught again on 2018-08-15 (66.3 mm).<br> <br>Tag 195487. At liberty for 42 days before being caught again on 2018-08-15 (67.8 mm).<br> <br>Tag 195784. At liberty for 38 days before being caught again on 2018-08-15 (52.3 mm).<br> <br>Tag K2157. At liberty for 65 days before being caught again on 2018-08-15 (68.5 mm).<br> <br>Tag K2350. At liberty for 63 days before being caught again on 2018-08-15 (66.3 mm).<br> <br>Tag K2504. At liberty for 63 days before being caught again on 2018-08-15 (69.8 mm).<br> <br>Tag K2512. At liberty for 63 days before being caught again on 2018-08-15 (70.1 mm).<br> <br>Tag K2559. At liberty for 62 days before being caught again on 2018-08-15 (72.6 mm).<br> <br>Tag K2571. At liberty for 62 days before being caught again on 2018-08-15 (71 mm).<br> <br>Tag K2690. At liberty for 62 days before being caught again on 2018-08-15 (67.5 mm).<br> <br>Tag K3362. At liberty for 38 days before being caught again on 2018-08-15 (79.3 mm).<br> <br>Tag K3407. A Male lobster, first caught on 2018-08-15 (69 mm).<br> <br>Tag K4166. A Female lobster, first caught on 2018-08-15 (69.6 mm).<br> <br>Tag 195766. A Male lobster, first caught on 2018-08-15 (63.7 mm).<br> <br>Tag K3077. A Female lobster, first caught on 2018-08-15 (67.9 mm).<br> <br>Tag 196302. A Female lobster, first caught on 2018-08-15 (55.9 mm).<br> <br>Tag 196301. A Male lobster, first caught on 2018-08-15 (44 mm).<br> <br>Tag K4168. A Female lobster, first caught on 2018-08-15 (65.6 mm).<br> <br>Tag 196299. A Male lobster, first caught on 2018-08-15 (40.6 mm).<br> <br>Tag 196294. A Male lobster, first caught on 2018-08-15 (62.6 mm).<br> <br>Tag 196291. A Female lobster, first caught on 2018-08-15 (47.2 mm).<br> <br>Tag 196288. A Female lobster, first caught on 2018-08-15 (45.9 mm).<br> <br>Tag 196281. A Male lobster, first caught on 2018-08-15 (49.2 mm)."
"191669",-29.34399,114.87418,46,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Male","Tag 191664. At liberty for 63 days before being caught again on 2018-08-15 (53.9 mm).<br> <br>Tag 191669. At liberty for 63 days before being caught again on 2018-08-15 (46 mm).<br> <br>Tag 191986. At liberty for 63 days before being caught again on 2018-08-15 (61.4 mm).<br> <br>Tag 195020. At liberty for 62 days before being caught again on 2018-08-15 (49.4 mm).<br> <br>Tag 195363. At liberty for 42 days before being caught again on 2018-08-15 (66.3 mm).<br> <br>Tag 195487. At liberty for 42 days before being caught again on 2018-08-15 (67.8 mm).<br> <br>Tag 195784. At liberty for 38 days before being caught again on 2018-08-15 (52.3 mm).<br> <br>Tag K2157. At liberty for 65 days before being caught again on 2018-08-15 (68.5 mm).<br> <br>Tag K2350. At liberty for 63 days before being caught again on 2018-08-15 (66.3 mm).<br> <br>Tag K2504. At liberty for 63 days before being caught again on 2018-08-15 (69.8 mm).<br> <br>Tag K2512. At liberty for 63 days before being caught again on 2018-08-15 (70.1 mm).<br> <br>Tag K2559. At liberty for 62 days before being caught again on 2018-08-15 (72.6 mm).<br> <br>Tag K2571. At liberty for 62 days before being caught again on 2018-08-15 (71 mm).<br> <br>Tag K2690. At liberty for 62 days before being caught again on 2018-08-15 (67.5 mm).<br> <br>Tag K3362. At liberty for 38 days before being caught again on 2018-08-15 (79.3 mm).<br> <br>Tag K3407. A Male lobster, first caught on 2018-08-15 (69 mm).<br> <br>Tag K4166. A Female lobster, first caught on 2018-08-15 (69.6 mm).<br> <br>Tag 195766. A Male lobster, first caught on 2018-08-15 (63.7 mm).<br> <br>Tag K3077. A Female lobster, first caught on 2018-08-15 (67.9 mm).<br> <br>Tag 196302. A Female lobster, first caught on 2018-08-15 (55.9 mm).<br> <br>Tag 196301. A Male lobster, first caught on 2018-08-15 (44 mm).<br> <br>Tag K4168. A Female lobster, first caught on 2018-08-15 (65.6 mm).<br> <br>Tag 196299. A Male lobster, first caught on 2018-08-15 (40.6 mm).<br> <br>Tag 196294. A Male lobster, first caught on 2018-08-15 (62.6 mm).<br> <br>Tag 196291. A Female lobster, first caught on 2018-08-15 (47.2 mm).<br> <br>Tag 196288. A Female lobster, first caught on 2018-08-15 (45.9 mm).<br> <br>Tag 196281. A Male lobster, first caught on 2018-08-15 (49.2 mm)."
"191986",-29.34399,114.87418,61.4,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 191664. At liberty for 63 days before being caught again on 2018-08-15 (53.9 mm).<br> <br>Tag 191669. At liberty for 63 days before being caught again on 2018-08-15 (46 mm).<br> <br>Tag 191986. At liberty for 63 days before being caught again on 2018-08-15 (61.4 mm).<br> <br>Tag 195020. At liberty for 62 days before being caught again on 2018-08-15 (49.4 mm).<br> <br>Tag 195363. At liberty for 42 days before being caught again on 2018-08-15 (66.3 mm).<br> <br>Tag 195487. At liberty for 42 days before being caught again on 2018-08-15 (67.8 mm).<br> <br>Tag 195784. At liberty for 38 days before being caught again on 2018-08-15 (52.3 mm).<br> <br>Tag K2157. At liberty for 65 days before being caught again on 2018-08-15 (68.5 mm).<br> <br>Tag K2350. At liberty for 63 days before being caught again on 2018-08-15 (66.3 mm).<br> <br>Tag K2504. At liberty for 63 days before being caught again on 2018-08-15 (69.8 mm).<br> <br>Tag K2512. At liberty for 63 days before being caught again on 2018-08-15 (70.1 mm).<br> <br>Tag K2559. At liberty for 62 days before being caught again on 2018-08-15 (72.6 mm).<br> <br>Tag K2571. At liberty for 62 days before being caught again on 2018-08-15 (71 mm).<br> <br>Tag K2690. At liberty for 62 days before being caught again on 2018-08-15 (67.5 mm).<br> <br>Tag K3362. At liberty for 38 days before being caught again on 2018-08-15 (79.3 mm).<br> <br>Tag K3407. A Male lobster, first caught on 2018-08-15 (69 mm).<br> <br>Tag K4166. A Female lobster, first caught on 2018-08-15 (69.6 mm).<br> <br>Tag 195766. A Male lobster, first caught on 2018-08-15 (63.7 mm).<br> <br>Tag K3077. A Female lobster, first caught on 2018-08-15 (67.9 mm).<br> <br>Tag 196302. A Female lobster, first caught on 2018-08-15 (55.9 mm).<br> <br>Tag 196301. A Male lobster, first caught on 2018-08-15 (44 mm).<br> <br>Tag K4168. A Female lobster, first caught on 2018-08-15 (65.6 mm).<br> <br>Tag 196299. A Male lobster, first caught on 2018-08-15 (40.6 mm).<br> <br>Tag 196294. A Male lobster, first caught on 2018-08-15 (62.6 mm).<br> <br>Tag 196291. A Female lobster, first caught on 2018-08-15 (47.2 mm).<br> <br>Tag 196288. A Female lobster, first caught on 2018-08-15 (45.9 mm).<br> <br>Tag 196281. A Male lobster, first caught on 2018-08-15 (49.2 mm)."
"195020",-29.34399,114.87418,49.4,"Sub-legal","Sub-legal","Sub-legal","Irwin Reef","Female","Tag 191664. At liberty for 63 days before being caught again on 2018-08-15 (53.9 mm).<br> <br>Tag 191669. At liberty for 63 days before being caught again on 2018-08-15 (46 mm).<br> <br>Tag 191986. At liberty for 63 days before being caught again on 2018-08-15 (61.4 mm).<br> <br>Tag 195020. At liberty for 62 days before being caught again on 2018-08-15 (49.4 mm).<br> <br>Tag 195363. At liberty for 42 days before being caught again on 2018-08-15 (66.3 mm).<br> <br>Tag 195487. At liberty for 42 days before being caught again on 2018-08-15 (67.8 mm).<br> <br>Tag 195784. At liberty for 38 days before being caught again on 2018-08-15 (52.3 mm).<br> <br>Tag K2157. At liberty for 65 days before being caught again on 2018-08-15 (68.5 mm).<br> <br>Tag K2350. At liberty for 63 days before being caught again on 2018-08-15 (66.3 mm).<br> <br>Tag K2504. At liberty for 63 days before being caught again on 2018-08-15 (69.8 mm).<br> <br>Tag K2512. At liberty for 63 days before being caught again on 2018-08-15 (70.1 mm).<br> <br>Tag K2559. At liberty for 62 days before being caught again on 2018-08-15 (72.6 mm).<br> <br>Tag K2571. At liberty for 62 days before being caught again on 2018-08-15 (71 mm).<br> <br>Tag K2690. At liberty for 62 days before being caught again on 2018-08-15 (67.5 mm).<br> <br>Tag K3362. At liberty for 38 days before being caught again on 2018-08-15 (79.3 mm).<br> <br>Tag K3407. A Male lobster, first caught on 2018-08-15 (69 mm).<br> <br>Tag K4166. A Female lobster, first caught on 2018-08-15 (69.6 mm).<br> <br>Tag 195766. A Male lobster, first caught on 2018-08-15 (63.7 mm).<br> <br>Tag K3077. A Female lobster, first caught on 2018-08-15 (67.9 mm).<br> <br>Tag 196302. A Female lobster, first caught on 2018-08-15 (55.9 mm).<br> <br>Tag 196301. A Male lobster, first caught on 2018-08-15 (44 mm).<br> <br>Tag K4168. A Female lobster, first caught on 2018-08-15 (65.6 mm).<br> <br>Tag 196299. A Male lobster, first caught on 2018-08-15 (40.6 mm).<br> <br>Tag 196294. A Male lobster, first caught on 2018-08-15 (62.6 mm).<br> <br>Tag 196291. A Female lobster, first caught on 2018-08-15 (47.2 mm).<br> <br>Tag 196288. A Female lobster, first caught on 2018-08-15 (45.9 mm).<br> <br>Tag 196281. A Male lobster, first caught on 2018-08-15 (49.2 mm)."
